month,metro,median_sale_price,price_yoy,homes_sold,median_dom,new_listings,active_listings
2021-10-01,"Rochester, NY",189500,5.28,1131,10,1076,2099
2021-09-01,"Rochester, NY",195000,11.43,1134,10,1150,2226
2021-08-01,"Rochester, NY",200001,13.64,1034,9,1170,2285
2021-07-01,"Rochester, NY",200000,14.29,1060,10,1227,2299
2021-06-01,"Rochester, NY",202000,24.69,1023,9,1207,2173
2021-05-01,"Rochester, NY",195000,21.88,1036,9,1138,2183
2021-04-01,"Rochester, NY",180000,12.57,1019,10,1217,2292
2021-03-01,"Rochester, NY",165000,10,993,9,1130,2309
2021-02-01,"Rochester, NY",158000,15.33,1205,11,1054,2367
2021-01-01,"Rochester, NY",165000,13.05,1249,10,1122,2456
2020-12-01,"Rochester, NY",173420,15.69,1231,10,1158,2430
2020-11-01,"Rochester, NY",170000,12.58,1246,11,1206,2506
2020-10-01,"Rochester, NY",180000,20,1187,9,1276,2598
2020-09-01,"Rochester, NY",175000,12.9,1169,11,1223,2585
2020-08-01,"Rochester, NY",176000,7.98,998,12,1274,2567
2020-07-01,"Rochester, NY",175000,6.09,919,13,1149,2511
2020-06-01,"Rochester, NY",162000,1.06,680,19,1135,2549
2020-05-01,"Rochester, NY",160000,3.43,803,18,977,2364
2020-04-01,"Rochester, NY",159900,12.61,974,16,503,2196
2020-03-01,"Rochester, NY",150000,7.91,1037,27,1110,3051
2020-02-01,"Rochester, NY",137000,5.38,1057,25,1254,3170
2020-01-01,"Rochester, NY",145950,12.01,1069,22,1230,3242
2019-12-01,"Rochester, NY",149900,7.07,1072,24,1260,3292
2019-11-01,"Rochester, NY",151000,6.34,1074,22,1197,3284
2019-10-01,"Rochester, NY",150000,3.09,1038,20,1152,3253
2019-09-01,"Rochester, NY",155000,6.97,1100,20,1224,3316
2019-08-01,"Rochester, NY",163000,7.24,1084,19,1224,3239
2019-07-01,"Rochester, NY",164950,6.94,1073,17,1196,3182
2019-06-01,"Rochester, NY",160300,4.77,1034,19,1246,3236
2019-05-01,"Rochester, NY",154700,4.53,1074,20,1267,3234
2019-04-01,"Rochester, NY",142000,1.43,1117,23,1224,3307
2019-03-01,"Rochester, NY",139000,4.91,1091,27,1234,3422
2019-02-01,"Rochester, NY",130000,1.96,1081,30,1220,3501
2019-01-01,"Rochester, NY",130300,2.2,1058,28,1221,3552
2026-05-01,"Sacramento, CA",603141,1.37,1961,34,2292,7597
2026-04-01,"Sacramento, CA",585000,-0.85,1948,33,2377,7691
2026-03-01,"Sacramento, CA",585000,-2.5,1896,31,2572,7732
2026-02-01,"Sacramento, CA",570000,-2.23,1919,33,2407,7657
2026-01-01,"Sacramento, CA",564750,-0.48,1854,34,2389,7580
2025-12-01,"Sacramento, CA",565000,-3.42,1897,35,2345,7571
2025-11-01,"Sacramento, CA",570000,-2.56,1937,36,2327,7553
2025-10-01,"Sacramento, CA",589500,1.11,1866,36,2220,7514
2025-09-01,"Sacramento, CA",585000,-0.17,1909,38,2246,7652
2025-08-01,"Sacramento, CA",585000,-0.42,1819,38,2199,7710
2025-07-01,"Sacramento, CA",590000,-0.84,1811,38,2244,7888
2025-06-01,"Sacramento, CA",600000,0,1769,36,2323,7954
2025-05-01,"Sacramento, CA",595000,0.45,1755,34,2479,7926
2025-04-01,"Sacramento, CA",590000,0.34,1837,29,2548,7829
2025-03-01,"Sacramento, CA",599990,3.45,1858,30,2548,7655
2025-02-01,"Sacramento, CA",583000,2.73,1877,27,2587,7569
2025-01-01,"Sacramento, CA",567500,3.18,1869,27,2524,7175
2024-12-01,"Sacramento, CA",585000,3.96,1909,26,2394,6956
2024-11-01,"Sacramento, CA",585000,3.56,1882,23,2306,6861
2024-10-01,"Sacramento, CA",583000,0.52,1887,25,2366,6815
2024-09-01,"Sacramento, CA",586000,1.91,1763,24,2401,6705
2024-08-01,"Sacramento, CA",587440,1.46,1838,23,2302,6392
2024-07-01,"Sacramento, CA",595000,1.71,1831,25,2199,6289
2024-06-01,"Sacramento, CA",600000,4.53,1776,25,2198,6238
2024-05-01,"Sacramento, CA",592355,4.84,1808,23,2267,6195
2024-04-01,"Sacramento, CA",588000,6.91,1763,22,2158,5957
2024-03-01,"Sacramento, CA",580000,8.41,1794,22,2161,5774
2024-02-01,"Sacramento, CA",567500,7.53,1784,22,2063,5631
2024-01-01,"Sacramento, CA",550000,4.76,1771,22,2223,5791
2023-12-01,"Sacramento, CA",562722,8.84,1633,21,2330,5703
2023-11-01,"Sacramento, CA",564903,4.71,1563,19,2393,5470
2023-10-01,"Sacramento, CA",580000,7.41,1638,17,2112,5018
2023-09-01,"Sacramento, CA",575000,2.68,1719,16,2044,4865
2023-08-01,"Sacramento, CA",579000,1.58,1770,18,2024,4826
2023-07-01,"Sacramento, CA",585000,-0.68,1763,16,1918,4718
2023-06-01,"Sacramento, CA",574000,-4.33,1768,16,1954,4733
2023-05-01,"Sacramento, CA",565000,-7.38,1792,19,1792,4674
2023-04-01,"Sacramento, CA",550000,-9.09,1655,25,1744,4755
2023-03-01,"Sacramento, CA",535000,-11.97,1750,33,1539,4844
2023-02-01,"Sacramento, CA",527750,-8.22,1822,38,1940,5595
2023-01-01,"Sacramento, CA",525000,-3.85,1625,27,2035,5992
2022-12-01,"Sacramento, CA",517000,-5.14,1700,27,2270,6365
2022-11-01,"Sacramento, CA",539500,-1.91,1719,29,2196,6370
2022-10-01,"Sacramento, CA",540000,0,1892,28,2191,6462
2022-09-01,"Sacramento, CA",560000,2,2046,27,2243,6524
2022-08-01,"Sacramento, CA",570000,3.64,2018,23,2411,6833
2022-07-01,"Sacramento, CA",589000,6.32,2039,18,2761,6787
2022-06-01,"Sacramento, CA",600000,6.19,2231,16,2882,6402
2022-05-01,"Sacramento, CA",610000,10.91,2379,13,2963,6186
2022-04-01,"Sacramento, CA",605000,14.15,2657,12,2974,5849
2022-03-01,"Sacramento, CA",607750,16.87,2668,9,3066,5801
2022-02-01,"Sacramento, CA",575000,17.35,2691,7,3030,5543
2022-01-01,"Sacramento, CA",546000,14.95,2939,9,2895,5217
2021-12-01,"Sacramento, CA",545000,14.74,2837,9,2860,4999
2021-11-01,"Sacramento, CA",550000,15.98,2993,10,2955,5509
2021-10-01,"Sacramento, CA",540000,12.97,2888,11,3164,5780
2021-09-01,"Sacramento, CA",549000,16.59,2763,10,3103,5734
2021-08-01,"Sacramento, CA",550000,17.52,2818,9,3037,5666
2021-07-01,"Sacramento, CA",554000,19.14,2838,10,3213,5594
2021-06-01,"Sacramento, CA",565000,26.97,2868,10,3124,5439
2021-05-01,"Sacramento, CA",550000,28.21,2832,11,2848,5400
2021-04-01,"Sacramento, CA",530000,23.26,2808,11,2949,5619
2021-03-01,"Sacramento, CA",520000,20.93,2725,9,2994,5686
2021-02-01,"Sacramento, CA",490000,16.67,2742,8,2922,5453
2021-01-01,"Sacramento, CA",475000,17.28,3111,8,2929,5445
2020-12-01,"Sacramento, CA",475000,14.46,3210,7,3207,5696
2020-11-01,"Sacramento, CA",474215,14.27,3387,8,3307,5980
2020-10-01,"Sacramento, CA",478000,16.59,3229,8,3569,6230
2020-09-01,"Sacramento, CA",470900,12.72,3251,10,3407,6111
2020-08-01,"Sacramento, CA",468000,11.43,3144,15,3207,6214
2020-07-01,"Sacramento, CA",465000,10.71,3133,21,2899,6481
2020-06-01,"Sacramento, CA",445000,5.95,2462,26,2675,7029
2020-05-01,"Sacramento, CA",429000,2.14,1732,25,2548,7242
2020-04-01,"Sacramento, CA",430000,4.88,1753,16,1894,6911
2020-03-01,"Sacramento, CA",430000,7.5,2508,15,2991,7636
2020-02-01,"Sacramento, CA",420000,7.69,2541,16,3122,7819
2020-01-01,"Sacramento, CA",405000,8,2557,22,3032,7635
2019-12-01,"Sacramento, CA",415000,5.06,2589,22,2891,7550
2019-11-01,"Sacramento, CA",415000,5.6,2576,23,2824,7730
2019-10-01,"Sacramento, CA",410000,4.06,2595,22,2718,7877
2019-09-01,"Sacramento, CA",417750,4.44,2584,23,2944,8205
2019-08-01,"Sacramento, CA",420000,5.26,2621,23,3042,8225
2019-07-01,"Sacramento, CA",420000,3.7,2726,23,3011,8331
2019-06-01,"Sacramento, CA",420000,2.44,2661,21,3055,8518
2019-05-01,"Sacramento, CA",420000,2.69,2633,21,3399,8696
2019-04-01,"Sacramento, CA",410000,2.63,2535,26,3320,8625
2019-03-01,"Sacramento, CA",400000,1.52,2668,30,2955,8407
2019-02-01,"Sacramento, CA",390000,2.63,2627,32,2924,8778
2019-01-01,"Sacramento, CA",375000,1.32,2397,27,2965,9062
2026-05-01,"Salt Lake City, UT",548808,-0.22,1151,48,1405,5195
2026-04-01,"Salt Lake City, UT",545000,2.83,1173,46,1471,5142
2026-03-01,"Salt Lake City, UT",540000,4.21,1139,46,1493,5055
2026-02-01,"Salt Lake City, UT",530000,0.22,1186,52,1551,5015
2026-01-01,"Salt Lake City, UT",545000,4.81,1091,48,1521,4942
2025-12-01,"Salt Lake City, UT",540000,2.86,1137,48,1334,4905
2025-11-01,"Salt Lake City, UT",543000,4.52,1035,47,1356,4961
2025-10-01,"Salt Lake City, UT",558142,4.33,1046,46,1364,4851
2025-09-01,"Salt Lake City, UT",552813,4.64,1077,48,1313,4773
2025-08-01,"Salt Lake City, UT",550000,3.77,1056,48,1243,4831
2025-07-01,"Salt Lake City, UT",549000,0.23,1031,47,1287,4892
2025-06-01,"Salt Lake City, UT",545000,0.93,1037,43,1291,4885
2025-05-01,"Salt Lake City, UT",550000,2.8,1116,43,1372,4929
2025-04-01,"Salt Lake City, UT",530000,-0.93,1054,45,1485,4867
2025-03-01,"Salt Lake City, UT",518164,-0.5,1120,44,1448,4699
2025-02-01,"Salt Lake City, UT",528825,1.7,1107,43,1378,4539
2025-01-01,"Salt Lake City, UT",520000,4,1054,40,1414,4421
2024-12-01,"Salt Lake City, UT",525000,7.14,1098,41,1390,4331
2024-11-01,"Salt Lake City, UT",519495,3.9,1079,38,1326,4178
2024-10-01,"Salt Lake City, UT",535000,3.88,1081,41,1339,4107
2024-09-01,"Salt Lake City, UT",528297,4.35,1082,37,1318,4037
2024-08-01,"Salt Lake City, UT",530000,3.92,1066,37,1288,3871
2024-07-01,"Salt Lake City, UT",547750,5.34,1045,39,1211,3808
2024-06-01,"Salt Lake City, UT",540000,4.85,1079,39,1247,3881
2024-05-01,"Salt Lake City, UT",535000,1.9,1080,38,1310,3871
2024-04-01,"Salt Lake City, UT",535000,9.18,1092,37,1278,3845
2024-03-01,"Salt Lake City, UT",520794,2.12,1126,35,1247,3869
2024-02-01,"Salt Lake City, UT",520000,7,1186,31,1262,4000
2024-01-01,"Salt Lake City, UT",500000,2.72,1135,35,1306,3964
2023-12-01,"Salt Lake City, UT",490000,2.63,967,32,1391,3945
2023-11-01,"Salt Lake City, UT",500000,0.5,924,35,1215,3647
2023-10-01,"Salt Lake City, UT",515000,0,994,32,1209,3479
2023-09-01,"Salt Lake City, UT",506250,-1.41,938,32,1256,3401
2023-08-01,"Salt Lake City, UT",510000,-2.86,1037,31,1237,3241
2023-07-01,"Salt Lake City, UT",520000,-0.93,1025,30,1209,3210
2023-06-01,"Salt Lake City, UT",515000,-4.63,940,32,1218,3173
2023-05-01,"Salt Lake City, UT",525000,-6.25,1011,33,1155,3124
2023-04-01,"Salt Lake City, UT",490000,-10.91,1052,37,1057,3271
2023-03-01,"Salt Lake City, UT",510000,-4.32,1102,41,1028,3489
2023-02-01,"Salt Lake City, UT",486000,-5.63,1071,46,1110,3818
2023-01-01,"Salt Lake City, UT",486770,-2.65,966,44,1091,3994
2022-12-01,"Salt Lake City, UT",477431,-2.8,916,40,1057,4041
2022-11-01,"Salt Lake City, UT",497500,3.5,945,34,1172,4013
2022-10-01,"Salt Lake City, UT",515000,8.42,938,34,1278,3979
2022-09-01,"Salt Lake City, UT",513500,5.88,1083,30,1277,3904
2022-08-01,"Salt Lake City, UT",525000,11.17,1101,28,1370,3999
2022-07-01,"Salt Lake City, UT",524900,10.65,1056,23,1536,3922
2022-06-01,"Salt Lake City, UT",540000,14.89,1267,20,1652,3578
2022-05-01,"Salt Lake City, UT",560000,24.44,1305,16,1596,3235
2022-04-01,"Salt Lake City, UT",550000,25,1411,14,1584,3062
2022-03-01,"Salt Lake City, UT",533000,23.95,1383,11,1519,2861
2022-02-01,"Salt Lake City, UT",515000,25.61,1414,3,1492,2808
2022-01-01,"Salt Lake City, UT",500000,27.88,1583,5,1420,2782
2021-12-01,"Salt Lake City, UT",491200,23.53,1651,5,1526,2717
2021-11-01,"Salt Lake City, UT",480698,24.69,1749,10,1765,2954
2021-10-01,"Salt Lake City, UT",475000,23.55,1666,9,1661,3020
2021-09-01,"Salt Lake City, UT",485000,26.63,1573,10,1684,3076
2021-08-01,"Salt Lake City, UT",472250,24.28,1503,9,1665,2990
2021-07-01,"Salt Lake City, UT",474371,24.83,1553,10,1713,2881
2021-06-01,"Salt Lake City, UT",470000,27.03,1570,11,1610,2752
2021-05-01,"Salt Lake City, UT",450000,26.05,1477,12,1447,2765
2021-04-01,"Salt Lake City, UT",440000,22.05,1578,12,1504,2928
2021-03-01,"Salt Lake City, UT",430000,18.36,1464,10,1574,3101
2021-02-01,"Salt Lake City, UT",410000,15.49,1560,6,1518,3110
2021-01-01,"Salt Lake City, UT",391000,13.1,1759,6,1507,3185
2020-12-01,"Salt Lake City, UT",397650,14.42,1866,10,1948,3304
2020-11-01,"Salt Lake City, UT",385500,11.77,1949,10,1828,3344
2020-10-01,"Salt Lake City, UT",384471,13.14,1931,11,1915,3552
2020-09-01,"Salt Lake City, UT",383000,11.01,1878,15,1768,3593
2020-08-01,"Salt Lake City, UT",380000,11.76,1797,17,1866,3836
2020-07-01,"Salt Lake City, UT",380000,10.14,1875,22,1736,3971
2020-06-01,"Salt Lake City, UT",370000,6.47,1593,25,1622,4274
2020-05-01,"Salt Lake City, UT",357000,3.18,1380,27,1625,4563
2020-04-01,"Salt Lake City, UT",360500,7.29,1219,23,1516,4436
2020-03-01,"Salt Lake City, UT",363300,12.48,1399,21,2040,4393
2020-02-01,"Salt Lake City, UT",355000,11.56,1567,25,1546,4134
2020-01-01,"Salt Lake City, UT",345721,7.37,1487,28,1577,4178
2019-12-01,"Salt Lake City, UT",347543,10.33,1547,28,1566,4139
2019-11-01,"Salt Lake City, UT",344900,9.49,1601,29,1605,4284
2019-10-01,"Salt Lake City, UT",339825,5.86,1600,29,1670,4324
2019-09-01,"Salt Lake City, UT",345000,7.81,1594,30,1712,4457
2019-08-01,"Salt Lake City, UT",340000,7.97,1622,29,1628,4541
2019-07-01,"Salt Lake City, UT",345000,7,1631,28,1663,4715
2019-06-01,"Salt Lake City, UT",347500,7.59,1636,28,1760,4853
2019-05-01,"Salt Lake City, UT",346000,8.55,1683,27,1802,4910
2019-04-01,"Salt Lake City, UT",336000,9.45,1628,30,1803,4989
2019-03-01,"Salt Lake City, UT",323000,3.69,1497,34,1712,4994
2019-02-01,"Salt Lake City, UT",318217,5.37,1538,30,1676,5125
2019-01-01,"Salt Lake City, UT",322000,9.9,1430,30,1806,5213
2026-05-01,"San Antonio, TX",309047,-0.93,2664,86,3736,19552
2026-04-01,"San Antonio, TX",305000,-1.29,2672,86,4167,19639
2026-03-01,"San Antonio, TX",310000,-1.57,2754,91,4356,19425
2026-02-01,"San Antonio, TX",295000,1.82,2675,88,3899,18899
2026-01-01,"San Antonio, TX",294999,0,2683,86,3944,18736
2025-12-01,"San Antonio, TX",310000,-1.59,2886,85,3657,18812
2025-11-01,"San Antonio, TX",300000,0,2693,85,3559,19123
2025-10-01,"San Antonio, TX",299990,-1.64,2664,84,3936,19314
2025-09-01,"San Antonio, TX",310000,0.16,2683,82,3540,19199
2025-08-01,"San Antonio, TX",305000,0,2725,86,3654,19416
2025-07-01,"San Antonio, TX",310000,-3.13,2678,84,3727,19484
2025-06-01,"San Antonio, TX",319824,1.56,2662,81,3716,19489
2025-05-01,"San Antonio, TX",311950,-0.97,2832,72,4116,19383
2025-04-01,"San Antonio, TX",309000,-0.83,2764,73,4018,19008
2025-03-01,"San Antonio, TX",314950,1.09,2706,76,4088,18693
2025-02-01,"San Antonio, TX",289725,-2.25,2892,66,4280,18346
2025-01-01,"San Antonio, TX",295000,1.72,2932,69,3863,17844
2024-12-01,"San Antonio, TX",315000,0,2837,69,4177,17851
2024-11-01,"San Antonio, TX",299990,1.69,3057,69,3941,17668
2024-10-01,"San Antonio, TX",305000,-2.62,3042,71,3894,17668
2024-09-01,"San Antonio, TX",309500,-1.75,2826,73,3859,17573
2024-08-01,"San Antonio, TX",305000,-4.47,2837,70,3620,17559
2024-07-01,"San Antonio, TX",320000,0,2846,68,3691,17709
2024-06-01,"San Antonio, TX",314900,-0.65,2811,66,3999,17693
2024-05-01,"San Antonio, TX",315000,0,2679,69,3985,17338
2024-04-01,"San Antonio, TX",311590,-1.07,2838,71,3927,17014
2024-03-01,"San Antonio, TX",311545,0.5,2888,66,3904,16630
2024-02-01,"San Antonio, TX",296390,-2.82,2858,60,3755,16331
2024-01-01,"San Antonio, TX",290000,-3.97,2857,55,3951,16348
2023-12-01,"San Antonio, TX",315000,-1.53,2650,57,4035,16026
2023-11-01,"San Antonio, TX",295000,-6.05,2757,54,4135,15617
2023-10-01,"San Antonio, TX",313221,-2.12,2678,54,3608,14970
2023-09-01,"San Antonio, TX",315000,-3.08,2730,55,4207,14628
2023-08-01,"San Antonio, TX",319258,-1.77,2801,55,3757,13702
2023-07-01,"San Antonio, TX",320000,-2.44,2821,51,3508,13245
2023-06-01,"San Antonio, TX",316950,-6.23,2869,55,3524,13356
2023-05-01,"San Antonio, TX",315000,-6.53,2985,56,3564,13313
2023-04-01,"San Antonio, TX",314950,-1.85,2916,60,3444,13358
2023-03-01,"San Antonio, TX",310000,-1.43,2766,54,3228,13750
2023-02-01,"San Antonio, TX",305000,1.5,2818,57,3470,14325
2023-01-01,"San Antonio, TX",302000,0.67,2641,50,3477,14373
2022-12-01,"San Antonio, TX",319900,4.89,2651,48,3251,14050
2022-11-01,"San Antonio, TX",314000,4.67,2634,44,3439,13675
2022-10-01,"San Antonio, TX",320000,6.67,2981,39,3886,13580
2022-09-01,"San Antonio, TX",325000,11.68,3191,38,3827,13127
2022-08-01,"San Antonio, TX",325000,11.72,2985,31,3967,12778
2022-07-01,"San Antonio, TX",328000,12.35,3077,29,4206,12063
2022-06-01,"San Antonio, TX",338000,18.6,3132,27,4330,11034
2022-05-01,"San Antonio, TX",337000,21.22,3152,23,3835,9840
2022-04-01,"San Antonio, TX",320885,18.85,3145,21,3779,9263
2022-03-01,"San Antonio, TX",314500,20.04,3248,21,3415,9114
2022-02-01,"San Antonio, TX",300500,15.58,3298,22,3682,9439
2022-01-01,"San Antonio, TX",300000,18.11,3845,24,3694,9765
2021-12-01,"San Antonio, TX",305000,17.69,3660,24,4081,9853
2021-11-01,"San Antonio, TX",300000,17.65,3573,24,4070,10026
2021-10-01,"San Antonio, TX",300000,17.65,3650,24,3947,9904
2021-09-01,"San Antonio, TX",291000,14.09,3659,24,3890,9859
2021-08-01,"San Antonio, TX",290900,14.12,3514,23,4244,9760
2021-07-01,"San Antonio, TX",291950,14.49,3421,23,4054,9133
2021-06-01,"San Antonio, TX",285000,14.69,3418,23,3718,8661
2021-05-01,"San Antonio, TX",278000,15.83,3293,25,3637,8567
2021-04-01,"San Antonio, TX",270000,13.14,3227,26,3509,8649
2021-03-01,"San Antonio, TX",262000,11.02,3268,29,3373,8890
2021-02-01,"San Antonio, TX",260000,10.64,3038,28,2793,9089
2021-01-01,"San Antonio, TX",254000,12.89,3843,31,3680,10127
2020-12-01,"San Antonio, TX",259150,10.28,3749,32,3883,10186
2020-11-01,"San Antonio, TX",255000,12.61,3831,32,3807,10340
2020-10-01,"San Antonio, TX",255000,10.63,3716,33,3749,10567
2020-09-01,"San Antonio, TX",255055,10.89,3642,37,3754,10626
2020-08-01,"San Antonio, TX",254900,9.4,3555,42,3634,10843
2020-07-01,"San Antonio, TX",255000,8.05,3516,49,3462,11283
2020-06-01,"San Antonio, TX",248500,4.41,3245,52,3210,11985
2020-05-01,"San Antonio, TX",240000,1.48,2506,58,3239,12714
2020-04-01,"San Antonio, TX",238635,6.06,2559,50,2900,12588
2020-03-01,"San Antonio, TX",236000,4.92,3007,52,3447,13498
2020-02-01,"San Antonio, TX",235000,6.82,3003,54,3648,13796
2020-01-01,"San Antonio, TX",225000,4.65,3008,51,3595,13712
2019-12-01,"San Antonio, TX",235000,4.49,3154,51,3788,13732
2019-11-01,"San Antonio, TX",226450,1.85,2946,48,3569,13466
2019-10-01,"San Antonio, TX",230499,4.77,2974,54,3780,13557
2019-09-01,"San Antonio, TX",230000,5.02,2882,50,3673,13355
2019-08-01,"San Antonio, TX",233000,2.19,3068,51,3492,13276
2019-07-01,"San Antonio, TX",236000,4.42,2898,51,3407,13393
2019-06-01,"San Antonio, TX",238000,3.7,2995,49,3445,13484
2019-05-01,"San Antonio, TX",236500,3.73,2934,49,3593,13759
2019-04-01,"San Antonio, TX",225000,3.09,2815,51,3694,13691
2019-03-01,"San Antonio, TX",224925,3.75,2855,46,3648,13441
2019-02-01,"San Antonio, TX",220000,5.26,2838,51,3534,13101
2019-01-01,"San Antonio, TX",215000,2.38,2677,49,3579,12947
2026-05-01,"San Diego, CA",922157,0.37,2081,34,2623,8310
2026-04-01,"San Diego, CA",927000,0.76,2047,33,2584,8283
2026-03-01,"San Diego, CA",915000,0,2070,33,2754,8225
2026-02-01,"San Diego, CA",899000,-0.11,2083,34,2661,8040
2026-01-01,"San Diego, CA",899000,0.7,1986,33,2581,7872
2025-12-01,"San Diego, CA",900000,2.27,2031,32,2523,7930
2025-11-01,"San Diego, CA",895000,0.56,2065,36,2445,7943
2025-10-01,"San Diego, CA",889000,-1.22,2050,34,2486,8039
2025-09-01,"San Diego, CA",900000,0,2047,34,2430,8152
2025-08-01,"San Diego, CA",910000,1.68,1976,39,2447,8325
2025-07-01,"San Diego, CA",918000,-0.22,1896,40,2489,8407
2025-06-01,"San Diego, CA",916500,-3.42,1901,36,2363,8554
2025-05-01,"San Diego, CA",918750,-0.41,1941,32,2594,8741
2025-04-01,"San Diego, CA",920000,-0.19,2030,32,2772,8590
2025-03-01,"San Diego, CA",915000,2.23,1964,31,2738,8285
2025-02-01,"San Diego, CA",900000,1.69,2032,27,2766,8100
2025-01-01,"San Diego, CA",892750,5.03,2053,29,2799,7859
2024-12-01,"San Diego, CA",880000,4.76,2055,28,2515,7584
2024-11-01,"San Diego, CA",890000,2.3,2011,27,2455,7394
2024-10-01,"San Diego, CA",900000,4.05,1968,26,2489,7294
2024-09-01,"San Diego, CA",900000,4.05,1916,26,2561,7174
2024-08-01,"San Diego, CA",895000,1.13,1989,24,2508,6797
2024-07-01,"San Diego, CA",920000,5.14,2003,23,2431,6576
2024-06-01,"San Diego, CA",949000,9.08,1982,22,2598,6608
2024-05-01,"San Diego, CA",922500,8.53,1938,22,2531,6436
2024-04-01,"San Diego, CA",921750,9.57,1928,21,2415,6132
2024-03-01,"San Diego, CA",895000,8.48,1993,19,2356,6098
2024-02-01,"San Diego, CA",885000,13.35,2078,17,2243,6056
2024-01-01,"San Diego, CA",850000,10.39,1986,20,2420,6214
2023-12-01,"San Diego, CA",840000,9.8,1645,19,2384,6141
2023-11-01,"San Diego, CA",870000,12.99,1700,16,2367,5614
2023-10-01,"San Diego, CA",865000,9.7,1792,16,2330,5167
2023-09-01,"San Diego, CA",865000,6.79,1759,15,2227,4716
2023-08-01,"San Diego, CA",885000,10.62,1890,14,2172,4346
2023-07-01,"San Diego, CA",875000,5.42,2034,15,2136,4356
2023-06-01,"San Diego, CA",870000,1.16,1887,15,2165,4501
2023-05-01,"San Diego, CA",850000,-2.86,1954,17,2039,4505
2023-04-01,"San Diego, CA",841250,-3.86,1917,21,1991,4897
2023-03-01,"San Diego, CA",825000,-2.94,2028,26,1973,5214
2023-02-01,"San Diego, CA",780750,-2.65,2005,32,2020,5823
2023-01-01,"San Diego, CA",770000,-1.28,1989,27,1989,6304
2022-12-01,"San Diego, CA",765000,-1,1851,26,2101,6761
2022-11-01,"San Diego, CA",770000,-0.65,1870,25,2285,6718
2022-10-01,"San Diego, CA",788500,3.75,2023,25,2322,6626
2022-09-01,"San Diego, CA",810000,6.65,2237,25,2439,6719
2022-08-01,"San Diego, CA",800000,7.38,2264,22,2432,6988
2022-07-01,"San Diego, CA",830000,9.21,2150,18,3016,7215
2022-06-01,"San Diego, CA",860000,11.69,2451,16,3206,6817
2022-05-01,"San Diego, CA",875000,15.13,2748,13,3236,6441
2022-04-01,"San Diego, CA",875000,20.36,2839,12,3318,6254
2022-03-01,"San Diego, CA",850000,21.43,2980,11,3202,6212
2022-02-01,"San Diego, CA",802000,17.08,2992,9,3295,6186
2022-01-01,"San Diego, CA",780000,19.08,3312,10,3193,5991
2021-12-01,"San Diego, CA",772750,17.08,3260,10,3502,5872
2021-11-01,"San Diego, CA",775000,17.42,3408,11,3490,6117
2021-10-01,"San Diego, CA",760000,15.15,3373,12,3266,6161
2021-09-01,"San Diego, CA",759500,14.9,3458,12,3323,6495
2021-08-01,"San Diego, CA",745000,13.97,3361,12,3454,6831
2021-07-01,"San Diego, CA",760000,18.47,3531,11,3738,6962
2021-06-01,"San Diego, CA",770000,26.44,3491,12,3662,7028
2021-05-01,"San Diego, CA",760000,26.88,3370,12,3653,7010
2021-04-01,"San Diego, CA",727000,19.18,3352,12,3483,7065
2021-03-01,"San Diego, CA",700000,16.87,3268,11,3441,7173
2021-02-01,"San Diego, CA",685000,14.17,3370,11,3454,7234
2021-01-01,"San Diego, CA",655000,9.17,3556,11,3452,7446
2020-12-01,"San Diego, CA",660000,13.6,3742,12,4410,7727
2020-11-01,"San Diego, CA",660000,10,3843,12,3802,7819
2020-10-01,"San Diego, CA",660000,11.86,3715,13,4003,8119
2020-09-01,"San Diego, CA",661000,14.96,3682,14,3815,8078
2020-08-01,"San Diego, CA",653677,10.33,3529,16,3809,8254
2020-07-01,"San Diego, CA",641500,9.66,3364,21,3597,8374
2020-06-01,"San Diego, CA",609000,1.5,2778,27,3137,8485
2020-05-01,"San Diego, CA",599000,2.39,1858,26,3070,8723
2020-04-01,"San Diego, CA",610000,5.17,2041,21,2163,8117
2020-03-01,"San Diego, CA",598950,6.01,2966,21,3270,9126
2020-02-01,"San Diego, CA",600000,7.14,3042,25,3548,9377
2020-01-01,"San Diego, CA",600000,8.5,3040,27,3431,9309
2019-12-01,"San Diego, CA",581000,2.83,3121,27,3419,9400
2019-11-01,"San Diego, CA",600000,6.76,3075,26,3198,9606
2019-10-01,"San Diego, CA",590000,5.17,2983,28,3381,10048
2019-09-01,"San Diego, CA",575000,-1.03,3068,28,3305,10245
2019-08-01,"San Diego, CA",592500,1.28,3068,30,3379,10492
2019-07-01,"San Diego, CA",585000,-0.68,3085,30,3304,10779
2019-06-01,"San Diego, CA",600000,3.45,2994,29,3474,11000
2019-05-01,"San Diego, CA",585000,1.74,3018,32,3563,11246
2019-04-01,"San Diego, CA",580000,0.87,2874,36,3642,11312
2019-03-01,"San Diego, CA",565000,0.89,2949,40,3557,11303
2019-02-01,"San Diego, CA",560000,2.75,2860,41,3373,11375
2019-01-01,"San Diego, CA",553000,3.36,2642,36,3571,11530
2026-05-01,"San Francisco, CA",1774529,10.91,985,19,1058,2699
2026-04-01,"San Francisco, CA",1722500,11.13,989,20,1082,2783
2026-03-01,"San Francisco, CA",1703000,13.29,895,18,1209,2822
2026-02-01,"San Francisco, CA",1531500,2.1,944,19,1107,2768
2026-01-01,"San Francisco, CA",1400000,0.97,839,18,1076,2732
2025-12-01,"San Francisco, CA",1449000,3.5,861,19,1097,2700
